Textos_espanol,sdg,words
"Este nuevo paradigma debe abordar las circunstancias, condiciones, normas, valores y fuerzas estructurales que perpetúan los embarazos adolescentes por un lado y que aíslan y marginan a las niñas embarazadas por el otro. Las niñas necesitan tanto acceso a información y servicios de salud sexual y reproductiva como liberarse de las presiones económicas y sociales que con demasiada frecuencia se traducen en un embarazo y la pobreza, la mala salud y el potencial humano no realizado que conlleva. También desarrolla habilidades, eleva el estatus de las niñas.",5,nuevo paradigma debe abordar circunstancias condiciones normas valores fuerzas estructurales perpetuan embarazos adolescentes lado aislan marginan ninas embarazadas ninas necesitan acceso informacion servicios salud sexual reproductiva liberarse presiones economicas sociales demasiada frecuencia traducen embarazo pobreza mala salud potencial humano realizado conlleva tambien desarrolla habilidades eleva estatus ninas
"La baja participación económica de las mujeres se atribuye a factores socioeconómicos, culturales, individuales, estructurales e institucionales interrelacionados. Las mujeres están sobrerrepresentadas en el sector público, que se percibe como más complaciente que el sector privado, en particular para las mujeres casadas. Si bien la proporción de mujeres en la agricultura varía según los países, la evidencia apunta a una creciente ""feminización de la agricultura"" en la región.",5,baja participacion economica mujeres atribuye factores socioeconomicos culturales individuales estructurales institucionales interrelacionados mujeres estan sobrerrepresentadas sector publico percibe mas complaciente sector privado particular mujeres casadas si bien proporcion mujeres agricultura varia segun paises evidencia apunta creciente feminizacion agricultura region
"Por lo tanto, es crucial que los fondos públicos compartan el costo de las vacaciones pagadas para los trabajadores poco calificados. Por lo tanto, se puede esperar que los mandatos de licencia ejerzan una influencia positiva en las tasas de empleo femenino y que tengan un mayor impacto en las mujeres que en los hombres. Dichos efectos solo pueden surgir con el tiempo, ya que el acceso a la licencia es lo que primero alienta a las mujeres a tomar breves interrupciones en la carrera; estas interrupciones del empleo no siempre se informan en las estadísticas de empleo; consulte la sección sobre problemas de datos a continuación.",5,crucial fondos publicos compartan costo vacaciones pagadas trabajadores calificados puede esperar mandatos licencia ejerzan influencia positiva tasas empleo femenino mayor impacto mujeres hombres dichos efectos solo pueden surgir tiempo acceso licencia primero alienta mujeres tomar breves interrupciones carrera interrupciones empleo siempre informan estadisticas empleo consulte seccion problemas datos continuacion
"Sin embargo, la mayoría de las agencias de igualdad de género tienen esta responsabilidad (OCDE, 2011d). Si bien también existen auditorías o inspecciones, son muy raras. De manera similar, no es una práctica común incorporar la implementación de políticas relevantes de género en los objetivos de desempeño gerencial y, a menudo, hay pocas o ninguna consecuencia por no cumplir con los objetivos de igualdad de género (OCDE, 2011d).",5,embargo mayoria agencias igualdad genero responsabilidad ocde 2011d si bien tambien existen auditorias inspecciones raras manera similar practica comun incorporar implementacion politicas relevantes genero objetivos desempeno gerencial menudo pocas ninguna consecuencia cumplir objetivos igualdad genero ocde 2011d
"Además, la falta de mujeres en el sistema de justicia desalienta el uso de los servicios judiciales por parte de las mujeres, mientras que históricamente las autoridades encargadas de hacer cumplir la ley han tendido a desviar a las mujeres del acceso a la justicia. El miedo y el estigma de acceder al sistema de justicia estatal crea con frecuencia barreras para que las mujeres accedan a la justicia. Algunos países de la región MENA han tomado medidas positivas para abordar este problema, pero se necesita más apoyo para las organizaciones de la sociedad civil y medidas claras para reducir las barreras de acceso a la justicia.",5,ademas falta mujeres sistema justicia desalienta uso servicios judiciales parte mujeres mientras historicamente autoridades encargadas hacer cumplir ley tendido desviar mujeres acceso justicia miedo estigma acceder sistema justicia estatal crea frecuencia barreras mujeres accedan justicia paises region mena tomado medidas positivas abordar problema necesita mas apoyo organizaciones sociedad civil medidas claras reducir barreras acceso justicia
"En comparación, el país promedio de la OCDE redujo la brecha de participación en solo 0,3 puntos porcentuales durante el mismo período.3 Por otro lado, la brecha de participación se mantuvo muy alta en el Medio Oriente y África del Norte, India e Indonesia. En todos esos países excepto en Indonesia, la participación de las mujeres en el mercado laboral es alrededor de 50 puntos porcentuales más baja que la participación de los hombres. Se registraron algunas mejoras menores en Turquía. La brecha se mantuvo estable, pero baja en China, Sudáfrica y la Federación Rusa.",5,comparacion pais promedio ocde redujo brecha participacion solo 03 puntos porcentuales mismo periodo3 lado brecha participacion mantuvo alta medio oriente africa norte india indonesia paises excepto indonesia participacion mujeres mercado laboral alrededor fifty puntos porcentuales mas baja participacion hombres registraron mejoras menores turquia brecha mantuvo estable baja china sudafrica federacion rusa
"También deberían asignarse recursos a diversas instituciones públicas para desarrollar y aplicar una estrategia y acciones de prevención holísticas que impliquen de forma proactiva tanto a mujeres como a hombres, y tanto al sector gubernamental como al no gubernamental. La publicidad y las campañas nacionales pueden utilizarse para difundir información sobre las líneas directas para denunciar la violencia. El sistema educativo y los medios de comunicación también están bien posicionados para aumentar la comprensión y la concienciación sobre la inaceptabilidad de la violencia contra las mujeres. Francia ofrece un ejemplo de estrategia de comunicación que también incorpora directivas gubernamentales y el establecimiento de una línea de ayuda de emergencia (ministere des Droits des femmes, s.f.).",5,tambien deberian asignarse recursos diversas instituciones publicas desarrollar aplicar estrategia acciones prevencion holisticas impliquen forma proactiva mujeres hombres sector gubernamental gubernamental publicidad campanas nacionales pueden utilizarse difundir informacion lineas directas denunciar violencia sistema educativo medios comunicacion tambien estan bien posicionados aumentar comprension concienciacion inaceptabilidad violencia mujeres francia ofrece ejemplo estrategia comunicacion tambien incorpora directivas gubernamentales establecimiento linea ayuda emergencia ministere des droits des femmes sf
"De hecho, la elección de realizar estudios de posgrado puede estar vinculada a la disposición a trabajar de muchas mujeres. También existe una gran brecha entre el este y el norte en cuanto a los graduados: las mujeres con un título de posgrado tienen 37 pp más de probabilidades de trabajar en el este que en el norte. Por lo tanto, la educación es importante para mitigar las actitudes socioeconómicas.",5,hecho eleccion realizar estudios posgrado puede vinculada disposicion trabajar muchas mujeres tambien existe gran brecha norte cuanto graduados mujeres titulo posgrado thirtyseven pp mas probabilidades trabajar norte educacion importante mitigar actitudes socioeconomicas
"La información se presenta en diversas formas: testimonios orales, documentos, material de video, fotografías, observaciones personales e i amágenes satelitales.33 En particular. Los oficiales de derechos humanos deben mapear las fuentes de información más relevantes que contribuirían a un análisis de género. Además de dar su propia versión de los hechos que se investigan, estos actores pueden estar dispuestos a ayudar en la investigación proporcionando documentación, informes e información pertinentes recopilados sobre el terreno y sirviendo como intermediarios para ponerse en contacto con otras víctimas, testigos o fuentes. Si bien es posible que muchos de estos documentos se hayan recopilado en la fase de preparación, es posible que surja o se conozca documentación adicional a través de la interacción con diferentes actores a nivel local cuando se hacen preguntas sensibles al género. Al mismo tiempo, es importante no hacer suposiciones sobre las necesidades o la condición de la víctima basándose en puntos de vista estereotípicos. Por ejemplo, no se debe suponer que todas las víctimas de violencia sexual encontrarán traumático el proceso de contar su experiencia.",5,informacion presenta diversas formas testimonios orales documentos material video fotografias observaciones personales i amagenes satelitales33 particular oficiales derechos humanos deben mapear fuentes informacion mas relevantes contribuirian analisis genero ademas dar propia version hechos investigan actores pueden dispuestos ayudar investigacion proporcionando documentacion informes informacion pertinentes recopilados terreno sirviendo intermediarios ponerse contacto victimas testigos fuentes si bien posible documentos recopilado fase preparacion posible surja conozca documentacion adicional traves interaccion diferentes actores nivel local hacen preguntas sensibles genero mismo tiempo importante hacer suposiciones necesidades condicion victima basandose puntos vista estereotipicos ejemplo debe suponer todas victimas violencia sexual encontraran traumatico proceso contar experiencia
"Este capítulo busca proporcionar contexto y perspectiva. Comienza analizando la demografía en Alemania y otros países de la OCDE, con un enfoque particular en la fertilidad, la composición familiar, el matrimonio y el aumento de la cohabitación. La sección 3 aborda el papel de la mujer en el mercado laboral. Encuentra que, aunque ha habido un fuerte crecimiento en el empleo femenino en los últimos 15 años, las mujeres alemanas continúan ganando menos que los hombres y con demasiada frecuencia están confinadas a trabajos a tiempo parcial.",5,capitulo busca proporcionar contexto perspectiva comienza analizando demografia alemania paises ocde enfoque particular fertilidad composicion familiar matrimonio aumento cohabitacion seccion three aborda papel mujer mercado laboral encuentra aunque fuerte crecimiento empleo femenino ultimos fifteen anos mujeres alemanas continuan ganando menos hombres demasiada frecuencia estan confinadas trabajos tiempo parcial
"Además, las disparidades de género en la matrícula secundaria son más amplias y ocurren en más países que en el nivel primario. Debido a la expansión sin precedentes del alumnado terciario en las últimas dos décadas, una de las mejoras más notables en la matriculación de mujeres se registra en el nivel terciario. El dominio de los hombres en la educación terciaria se ha revertido a nivel mundial y las disparidades de género actualmente favorecen a las mujeres, excepto en el África subsahariana y el sur y el oeste de Asia.",5,ademas disparidades genero matricula secundaria mas amplias ocurren mas paises nivel primario debido expansion precedentes alumnado terciario ultimas dos decadas mejoras mas notables matriculacion mujeres registra nivel terciario dominio hombres educacion terciaria revertido nivel mundial disparidades genero actualmente favorecen mujeres excepto africa subsahariana sur oeste asia
"Las mujeres a menudo tienen la tarea tradicional de preparar los cadáveres para el entierro, exponiéndolos al contacto directo con la enfermedad. Además, las mujeres pueden contraer la enfermedad a través de relaciones sexuales con hombres que se han recuperado del ébola, ya que el virus permanece en el semen hasta siete semanas después de la recuperación. No es que el ébola tenga como objetivo a las mujeres, sin embargo, un simple análisis revela el efecto que los roles de género pueden tener en los derechos de las mujeres, comenzando por el derecho básico a la vida. La discriminación continua que las víctimas pueden enfrentar y la impunidad que generalmente prevalece, requiere que los investigadores e intérpretes se ganen la confianza de las víctimas. En la mayoría de las sociedades, a menudo no es socialmente aceptable discutir la opresión sistemática de las mujeres y las personas IGBTI o ciertas violaciones frecuentes, como la violencia sexual. En consecuencia, además de la ausencia de información confiable, el equipo de investigación puede tener dificultades para identificar dónde ocurrieron tales violaciones y encontrar víctimas o testigos que estén dispuestos a brindar testimonio.",5,mujeres menudo tarea tradicional preparar cadaveres entierro exponiendolos contacto directo enfermedad ademas mujeres pueden contraer enfermedad traves relaciones sexuales hombres recuperado ebola virus permanece semen siete semanas despues recuperacion ebola objetivo mujeres embargo simple analisis revela efecto roles genero pueden tener derechos mujeres comenzando derecho basico vida discriminacion continua victimas pueden enfrentar impunidad generalmente prevalece requiere investigadores interpretes ganen confianza victimas mayoria sociedades menudo socialmente aceptable discutir opresion sistematica mujeres personas igbti ciertas violaciones frecuentes violencia sexual consecuencia ademas ausencia informacion confiable equipo investigacion puede tener dificultades identificar ocurrieron tales violaciones encontrar victimas testigos esten dispuestos brindar testimonio
"No obstante, muestran que las empresas propiedad de mujeres contribuyen sustancialmente a la creación de empleo. En Estados Unidos, las mujeres eran propietarias de 7,8 millones de empresas en 2007 y empleaban a 7,6 millones de trabajadores (Departamento de Comercio de EE.UU., 2010). En Italia, en 2010, eran propietarias o controlaban mayoritariamente cerca de una cuarta parte de todas las empresas, casi 1,3 millones (Cámara de Comercio Italiana, 2010).",5,obstante muestran empresas propiedad mujeres contribuyen sustancialmente creacion empleo unidos mujeres propietarias 78 millones empresas two thousand and seven empleaban 76 millones trabajadores departamento comercio eeuu two thousand and ten italia two thousand and ten propietarias controlaban mayoritariamente cerca cuarta parte todas empresas casi 13 millones camara comercio italiana two thousand and ten
"Los datos de las encuestas de hogares y uso del tiempo de la Unión Europea, por ejemplo, se han utilizado para estimar que el valor de mercado del trabajo no remunerado de las mujeres podría oscilar entre un cuarto y un tercio del producto interno bruto de un país.* En los países en desarrollo, las mujeres gastan en promedian tres horas más por día que los hombres en trabajo no remunerado, y en los países desarrollados, dos horas más. Ver resumen y sección 4.3 de la publicación, disponible en httpY/ftp.iza.org/dp5046.pdf. Disponible en hupY/unstats.un.org/unsd'gendet/docs/WW2015%20at%20a%20Glance.pdf.",5,datos encuestas hogares uso tiempo union europea ejemplo utilizado estimar valor mercado trabajo remunerado mujeres podria oscilar cuarto tercio producto interno bruto pais paises desarrollo mujeres gastan promedian tres horas mas dia hombres trabajo remunerado paises desarrollados dos horas mas ver resumen seccion 43 publicacion disponible httpyftpizaorgdp5046pdf disponible hupyunstatsunorgunsdgendetdocsww2015 20at 20a 20glancepdf
"La encuesta también encontró que las tasas de natalidad de las adolescentes son más bajas en los grupos de ingresos más altos, pero en todos los grupos de ingresos, una mayor alfabetización entre las mujeres jóvenes se asocia con tasas de natalidad de las adolescentes significativamente más bajas. Invertir en la educación de las niñas también está asociado con el empoderamiento general de las niñas, mejora su estatus en sus comunidades, mejora su salud y aumenta su poder de negociación en los matrimonios. La calidad de la educación y cómo los compañeros de clase, los maestros y el personal tratan a las niñas también son determinantes importantes para que las niñas permanezcan en la escuela.",5,encuesta tambien encontro tasas natalidad adolescentes mas bajas grupos ingresos mas altos grupos ingresos mayor alfabetizacion mujeres jovenes asocia tasas natalidad adolescentes significativamente mas bajas invertir educacion ninas tambien asociado empoderamiento general ninas mejora estatus comunidades mejora salud aumenta poder negociacion matrimonios calidad educacion companeros clase maestros personal tratan ninas tambien determinantes importantes ninas permanezcan escuela
"Turquía'23, el Tribunal Europeo reconoció que el derecho al respeto de la vida familiar y la prohibición de injerencias arbitrarias en las familias tienen límites. En este caso, la demandante, Sra. Nahide Opuz, y su madre habían sido amenazadas y agredidas en varias ocasiones por H.O., su entonces esposo. El Tribunal concluyó que las autoridades no tomaron las medidas de protección contra la violencia doméstica previstas en la Ley de Protección de la Familia y no emitieron una orden judicial para evitar que H.O se pusiera en contacto con la demandante y su madre.",5,turquia23 tribunal europeo reconocio derecho respeto vida familiar prohibicion injerencias arbitrarias familias limites caso demandante sra nahide opuz madre habian sido amenazadas agredidas varias ocasiones ho entonces esposo tribunal concluyo autoridades tomaron medidas proteccion violencia domestica previstas ley proteccion familia emitieron orden judicial evitar ho pusiera contacto demandante madre
"El Comité de Derechos Humanos se ha unido a otros organismos de vigilancia de los derechos para recomendar una reforma legal que elimine el matrimonio infantil. El descenso, que ha sido rápido en algunos países, se atribuye en gran medida a la disminución de los matrimonios concertados muy precoces (Organización Mundial de la Salud, 201 lb). Aun así, una de cada 10 niñas tiene un hijo antes de los 15 años en Bangladesh, Chad, Guinea, Malí, Mozambique y Níger, países donde el matrimonio infantil es habitual. En esta región, se prevé que estos nacimientos aumenten ligeramente hasta 2030.",5,comite derechos humanos unido organismos vigilancia derechos recomendar reforma legal elimine matrimonio infantil descenso sido rapido paises atribuye gran medida disminucion matrimonios concertados precoces organizacion mundial salud two hundred and one lb aun asi cada ten ninas hijo fifteen anos bangladesh chad guinea mali mozambique niger paises matrimonio infantil habitual region preve nacimientos aumenten ligeramente two thousand and thirty
"De manera similar, Chetana del distrito de Sunsari ahora está activa en la prevención del tráfico en su comunidad. Ha movilizado a los medios de comunicación y a las partes interesadas nacionales, incluidas las autoridades superiores de la policía, para rescatar a las mujeres víctimas de la trata en su pueblo. Nuevas ideas, i amágenes, creencias y valores traídos por los migrantes a su comunidad (Levitt 1998).",5,manera similar chetana distrito sunsari ahora activa prevencion trafico comunidad movilizado medios comunicacion partes interesadas nacionales incluidas autoridades superiores policia rescatar mujeres victimas trata pueblo nuevas ideas i amagenes creencias valores traidos migrantes comunidad levitt one thousand nine hundred and ninetyeight
"En tercer lugar, explora temas relacionados con la conciencia y comprensión de las mujeres sobre los derechos legales. Finalmente, destaca las consideraciones sociales en el acceso a la justicia. En particular, otorgarán a las mujeres iguales derechos para celebrar contratos y administrar bienes, y las tratarán por igual en todas las etapas del procedimiento en los juzgados y tribunales. ( Sin embargo, en la práctica, las brechas permanecen y conducen a la discriminación contra las mujeres.",5,tercer lugar explora temas relacionados conciencia comprension mujeres derechos legales finalmente destaca consideraciones sociales acceso justicia particular otorgaran mujeres iguales derechos celebrar contratos administrar bienes trataran igual todas etapas procedimiento juzgados tribunales embargo practica brechas permanecen conducen discriminacion mujeres
"La infraestructura deficiente relacionada con el trabajo, como la recolección de agua y leña, es una de las más intensivas físicamente y que consume más tiempo, y esto recae de manera desproporcionada sobre las mujeres. Por ejemplo, en el África subsahariana, las mujeres y las niñas son responsables de más del 70 % de la recolección de agua (ONU Mujeres, 2012). La falta de instalaciones limpias para cocinar requiere un promedio de 1,4 horas de trabajo al día más varias horas adicionales de cocinar, transportar cargas pesadas y trabajar en espacios cerrados sin ventilación adecuada (IEA, 2017).",5,infraestructura deficiente relacionada trabajo recoleccion agua lena mas intensivas fisicamente consume mas tiempo recae manera desproporcionada mujeres ejemplo africa subsahariana mujeres ninas responsables mas seventy recoleccion agua onu mujeres two thousand and twelve falta instalaciones limpias cocinar requiere promedio 14 horas trabajo dia mas varias horas adicionales cocinar transportar cargas pesadas trabajar espacios cerrados ventilacion adecuada iea two thousand and seventeen
"Cuanto más fuerte sea la naturaleza de la economía impulsada por las ganancias -por ejemplo, cuanto más abierta a la economía global o más neoliberal su política macroeconómica- más pronunciadas serán estas contradicciones. El resultado es que las políticas que promueven la igualdad de género pueden ser un anatema para el crecimiento o hacerlo inestable. De manera un tanto contraria a la intuición, si la promoción de la igualdad de género a través de una mayor participación laboral femenina en realidad reduce los salarios de las mujeres debido a una mayor oferta laboral, el crecimiento y la producción de capacidades humanas pueden aumentar. En este escenario, los salarios más altos para las mujeres reducen el crecimiento porque recortan las ganancias y la inversión capitalista más de lo que aumentan la inversión en capacidades humanas.",5,cuanto mas fuerte naturaleza economia impulsada ganancias ejemplo cuanto mas abierta economia global mas neoliberal politica macroeconomica mas pronunciadas seran contradicciones resultado politicas promueven igualdad genero pueden ser anatema crecimiento hacerlo inestable manera contraria intuicion si promocion igualdad genero traves mayor participacion laboral femenina realidad reduce salarios mujeres debido mayor oferta laboral crecimiento produccion capacidades humanas pueden aumentar escenario salarios mas altos mujeres reducen crecimiento recortan ganancias inversion capitalista mas aumentan inversion capacidades humanas
"Sin embargo, si bien los créditos de contribución pueden ser una herramienta valiosa para mejorar los beneficios de pensión de las mujeres, es poco probable que cierren las brechas de género en la cobertura y los beneficios por sí solos y deben concebirse como parte de un paquete más amplio de medidas para mejorar la igualdad de género. En un contexto de mercados laborales diferenciados por género, los sistemas de pensiones contributivos enfrentan varias limitaciones para garantizar beneficios de pensión universales y adecuados para las mujeres. La vida laboral de las mujeres es diferente a la de los hombres en una serie de aspectos importantes, y estas diferencias afectan la igualdad de género en los derechos de pensión, incluso bajo las reglas del sistema de pensiones neutrales al género.",5,embargo si bien creditos contribucion pueden ser herramienta valiosa mejorar beneficios pension mujeres probable cierren brechas genero cobertura beneficios si solos deben concebirse parte paquete mas amplio medidas mejorar igualdad genero contexto mercados laborales diferenciados genero sistemas pensiones contributivos enfrentan varias limitaciones garantizar beneficios pension universales adecuados mujeres vida laboral mujeres diferente hombres serie aspectos importantes diferencias afectan igualdad genero derechos pension incluso bajo reglas sistema pensiones neutrales genero
"Los países de la antigua URSS, América Latina y Europa Occidental también han cerrado la brecha de género en la educación en los últimos 50 años. Además, desde la década de 1990 ha habido una tendencia a que los resultados educativos de las mujeres superen a los de los hombres, y en algunos países las mujeres alcanzan niveles de educación más altos que los hombres. Este es el caso en partes de Europa occidental (por ejemplo, Inglaterra, Suecia) y sus ramificaciones (por ejemplo, Australia, Estados Unidos). Entre las economías en desarrollo, Kenia e India lograron avances sustanciales para alcanzar a los países desarrollados en términos de igualdad de género.",5,paises antigua urss america latina europa occidental tambien cerrado brecha genero educacion ultimos fifty anos ademas decada one thousand nine hundred and ninety tendencia resultados educativos mujeres superen hombres paises mujeres alcanzan niveles educacion mas altos hombres caso partes europa occidental ejemplo inglaterra suecia ramificaciones ejemplo australia unidos economias desarrollo kenia india lograron avances sustanciales alcanzar paises desarrollados terminos igualdad genero
"Sin embargo, los estudios existentes se limitan en gran medida al efecto de la desigualdad de género en los resultados. El trabajo empírico encuentra una asociación positiva entre la paridad de género en la educación y el ingreso per cápita (Dollar y Gatti, 1999, Klasen, 2002, Thevenon y Salvi del Pero, 2015). Por ejemplo, en los países de la OCDE, una proporción de género equilibrada en la educación aumentaría el ingreso per cápita en un 0,8% en comparación con un escenario donde las mujeres no tienen acceso a la educación (Thevenon y Salvi del Pero, 2015). Del mismo modo, las brechas de género en la educación contribuyen al 28% de la diferencia en las tasas de crecimiento anual entre Asia oriental y Asia meridional (Klasen, 2002). Otros estudios encuentran que las desigualdades de género en los resultados del mercado laboral obstaculizan el crecimiento económico (Klasen y Lamanna, 2009, OCDE, 2012, Cuberes y Teigner, 2013, Woetzel, J. et al.",5,embargo estudios existentes limitan gran medida efecto desigualdad genero resultados trabajo empirico encuentra asociacion positiva paridad genero educacion ingreso per capita dollar gatti one thousand nine hundred and ninetynine klasen two thousand and two thevenon salvi two thousand and fifteen ejemplo paises ocde proporcion genero equilibrada educacion aumentaria ingreso per capita 08 comparacion escenario mujeres acceso educacion thevenon salvi two thousand and fifteen mismo modo brechas genero educacion contribuyen twentyeight diferencia tasas crecimiento anual asia oriental asia meridional klasen two thousand and two estudios encuentran desigualdades genero resultados mercado laboral obstaculizan crecimiento economico klasen lamanna two thousand and nine ocde two thousand and twelve cuberes teigner two thousand and thirteen woetzel j et
"Existen brechas de género para una amplia gama de tecnologías agrícolas, incluidas máquinas y herramientas, variedades de plantas mejoradas y razas de animales, fertilizantes, medidas de control de plagas y técnicas de gestión. A menudo, las tecnologías y las herramientas se han adaptado a las tareas de los hombres o al equipo utilizado por los hombres, mientras que las mujeres luchan con el cultivo y la cosecha utilizando herramientas manuales (Banco Mundial, FAO y FIDA, 2009). Sólo el 15% del personal de extensión eran mujeres. Se han desarrollado y probado varios enfoques de extensión nuevos y participativos en la última década en un esfuerzo por alejarse de un modelo de arriba hacia abajo a más servicios impulsados ​​por los agricultores. El impacto de los servicios de extensión agrícola se puede mejorar trabajando con todo el hogar, en lugar de hacerlo individualmente (Recuadro 2.9 Programa de apoyo a la agricultura, Zambia) (Farnworth, 2010a). Cuando se reconoce explícitamente el trabajo de mujeres y hombres, toda la finca se fortalece como empresa productiva.",5,existen brechas genero amplia gama tecnologias agricolas incluidas maquinas herramientas variedades plantas mejoradas razas animales fertilizantes medidas control plagas tecnicas gestion menudo tecnologias herramientas adaptado tareas hombres equipo utilizado hombres mientras mujeres luchan cultivo cosecha utilizando herramientas manuales banco mundial fao fida two thousand and nine solo fifteen personal extension mujeres desarrollado probado varios enfoques extension nuevos participativos ultima decada esfuerzo alejarse modelo arriba hacia abajo mas servicios impulsados agricultores impacto servicios extension agricola puede mejorar trabajando hogar lugar hacerlo individualmente recuadro 29 programa apoyo agricultura zambia farnworth 2010a reconoce explicitamente trabajo mujeres hombres toda finca fortalece empresa productiva
"En la gran mayoría de los países de la OCDE, las mujeres también tenían más probabilidades que los hombres de informar que sufrían limitaciones en la actividad debido a problemas de salud (Figura 4.2, Panel B). En 2012, las mujeres italianas tenían el doble de probabilidades de informar limitaciones en las actividades diarias en comparación con los hombres. Se encontraron brechas de género similares en Suecia, España y los Países Bajos. Por el contrario, los hombres eran más propensos que las mujeres a reportar limitaciones en la actividad debido a problemas de salud en Australia, Corea, Japón e Irlanda.",5,gran mayoria paises ocde mujeres tambien tenian mas probabilidades hombres informar sufrian limitaciones actividad debido problemas salud figura 42 panel b two thousand and twelve mujeres italianas tenian doble probabilidades informar limitaciones actividades diarias comparacion hombres encontraron brechas genero similares suecia espana paises bajos contrario hombres mas propensos mujeres reportar limitaciones actividad debido problemas salud australia corea japon irlanda
"Menos niñas se ven obligadas a contraer matrimonio precoz, más mujeres ocupan puestos parlamentarios y de liderazgo, y se están reformando las leyes para promover la igualdad de género. A pesar de estos avances, las leyes y normas sociales discriminatorias siguen siendo generalizadas, junto con prácticas nocivas y otras formas de violencia contra las mujeres y las niñas. Las mujeres siguen estando insuficientemente representadas en todos los niveles del liderazgo político.",5,menos ninas ven obligadas contraer matrimonio precoz mas mujeres ocupan puestos parlamentarios liderazgo estan reformando leyes promover igualdad genero pesar avances leyes normas sociales discriminatorias siguen siendo generalizadas junto practicas nocivas formas violencia mujeres ninas mujeres siguen insuficientemente representadas niveles liderazgo politico
"Sin embargo, ha sido la experiencia en muchos países que los actos de violencia contra las mujeres no se investigan a fondo ni se documentan con precisión, y que la violencia doméstica sigue considerándose un asunto privado y no un delito penal, mientras que las denuncias de violencia sexual continúan tratado con escepticismo. La experiencia ha demostrado que el establecimiento de tales unidades puede facilitar el desarrollo de experiencia en esta área y puede resultar en un aumento en el número de casos investigados y en un proceso más eficiente y de mejor calidad para la denunciante/superviviente. Sin embargo, en algunos países, la experiencia indica que el establecimiento de tales unidades puede resultar en la marginación de los asuntos de la mujer.",5,embargo sido experiencia paises actos violencia mujeres investigan fondo documentan precision violencia domestica sigue considerandose asunto privado delito penal mientras denuncias violencia sexual continuan tratado escepticismo experiencia demostrado establecimiento tales unidades puede facilitar desarrollo experiencia area puede resultar aumento numero casos investigados proceso mas eficiente mejor calidad denunciantesuperviviente embargo paises experiencia indica establecimiento tales unidades puede resultar marginacion asuntos mujer
"El empleo en el sector agrícola representa una parte particularmente grande de los trabajos de las mujeres en Marruecos (59 por ciento) e Irak (51 por ciento).198 Las mujeres en el sector agrícola suelen trabajar a diario o por temporadas por un salario muy bajo. . En los países del CCG, el empleo en el sector público representa el 80 por ciento del empleo total de los ciudadanos nacionales, y las empleadas representan entre el 40 y el 50 por ciento de los empleados públicos en Qatar, Kuwait y los Emiratos Árabes Unidos, el 26 por ciento en Egipto (2010 ), el 35 por ciento en Jordania (2009) y el 22 por ciento en Palestina (2010).202 Las mujeres que trabajan en el sector público suelen emplearse como personal administrativo, docentes y enfermeras. Una posible explicación de la amplia presencia de mujeres en este campo es el énfasis en la estabilidad laboral, salarios relativamente buenos y horarios de trabajo adecuados que les permitan compaginar el trabajo remunerado con las responsabilidades familiares. Estas características hacen que los trabajos en la administración pública sean particularmente atractivos para el creciente cuadro de mujeres educadas en la región árabe, aunque varios países han iniciado reformas para reducir o limitar el crecimiento del sector público.",5,empleo sector agricola representa parte particularmente grande trabajos mujeres marruecos fiftynine ciento irak fiftyone ciento 198 mujeres sector agricola suelen trabajar diario temporadas salario bajo paises ccg empleo sector publico representa eighty ciento empleo total ciudadanos nacionales empleadas representan forty fifty ciento empleados publicos qatar kuwait emiratos arabes unidos twentysix ciento egipto two thousand and ten thirtyfive ciento jordania two thousand and nine twentytwo ciento palestina two thousand and ten 202 mujeres trabajan sector publico suelen emplearse personal administrativo docentes enfermeras posible explicacion amplia presencia mujeres campo enfasis estabilidad laboral salarios relativamente buenos horarios trabajo adecuados permitan compaginar trabajo remunerado responsabilidades familiares caracteristicas hacen trabajos administracion publica particularmente atractivos creciente cuadro mujeres educadas region arabe aunque varios paises iniciado reformas reducir limitar crecimiento sector publico
"Esta disminución en la tasa de participación de años anteriores (tanto para hombres como para mujeres) se debió a factores cíclicos, como la recesión y la lenta recuperación de la reciente crisis financiera, y a factores estructurales, como el envejecimiento de la población y más años de educación ( OIT, 2016). Según CEPAL (2004), aún existen diferencias entre hombres y mujeres a pesar de estos avances. En 2002, aproximadamente la mitad de todas las mujeres mayores de 15 años no tenían ingresos propios, mientras que solo el 20% de los hombres se encontraban en esta situación.",5,disminucion tasa participacion anos anteriores hombres mujeres debio factores ciclicos recesion lenta recuperacion reciente crisis financiera factores estructurales envejecimiento poblacion mas anos educacion oit two thousand and sixteen segun cepal two thousand and four aun existen diferencias hombres mujeres pesar avances two thousand and two aproximadamente mitad todas mujeres mayores fifteen anos tenian ingresos propios mientras solo twenty hombres encontraban situacion
"Al limitar su acceso a oportunidades, recursos y poder, las instituciones sociales discriminatorias restringen las capacidades de las mujeres para lograr sus deseos migratorios. En particular, la discriminación dentro de la familia y las libertades civiles restringidas impulsan nuestros hallazgos. En particular, la migración puede afianzar la desigualdad de género en las instituciones sociales o desafiarlas, según el nivel de las instituciones sociales discriminatorias en el país de acogida.",5,limitar acceso oportunidades recursos poder instituciones sociales discriminatorias restringen capacidades mujeres lograr deseos migratorios particular discriminacion dentro familia libertades civiles restringidas impulsan hallazgos particular migracion puede afianzar desigualdad genero instituciones sociales desafiarlas segun nivel instituciones sociales discriminatorias pais acogida
