Textos_espanol;sdg
En las regiones en desarrollo, una proporción significativa de mujeres que están en la fuerza laboral no tienen ingresos propios porque son trabajadoras familiares auxiliares, en granjas y empresas familiares. Estar casado y tener hijos pequeños en el hogar reduce las tasas de participación de la fuerza laboral de las mujeres, mientras que tienen el efecto contrario en las de los hombres. La discriminación en los mercados laborales y la responsabilidad desproporcionada de las mujeres en el trabajo doméstico y de cuidados no remunerado plantean un problema particular para las madres solas que no pueden depender de la distribución de ingresos con una pareja.;5
A las madres adolescentes se les permite continuar su educación en el centro más cercano durante al menos un curso escolar, y luego volver al sistema escolar formal tras el nacimiento de sus hijos. Para sobrevivir con mis hijos, trabajo en los jardines de la gente por 700 francos ruandeses [alrededor de 1 dÃ³lar] al dÃa o lavo la ropa de la gente. En comparaciÃ³n con las madres adolescentes que no participan en el programa del Centro, el Ãndice de repeticiÃ³n de embarazos ha sido menor entre las niÃ±as del programa, y mÃ¡s niÃ±as han continuado su educaciÃ³n, incluso presentÃ¡ndose a exÃ¡menes y reincorporÃ¡ndose al sistema educativo formal. Las intervenciones más exitosas han promovido la igualdad de género, han ayudado a mantener a las niñas en la escuela o han reducido la pobreza y los incentivos económicos para los matrimonios infantiles entre los segmentos más desfavorecidos de la sociedad (Blum et al., Desarrollado por el Instituto de Salud Reproductiva y ejecutado en Ruanda junto con los Servicios Católicos de Socorro, el proyecto aumentó los conocimientos y mejoró la comunicación entre niños y padres sobre sexualidad y roles de género.;5
Como ocurre con muchos de los factores determinantes del embarazo en la adolescencia, las soluciones a largo plazo deben ser multidimensionales y abordar los problemas subyacentes, como la desigualdad de gÃ©nero, las actitudes negativas de los niÃ±os y los hombres hacia las niÃ±as, las normas que perpetÃºan la violencia y la impunidad, la pobreza que obliga a las niÃ±as a mantener relaciones sexuales como estrategia de supervivencia y la protecciÃ³n inadecuada de los derechos humanos. Las intervenciones con un enfoque limitado no son suficientes, y los esfuerzos centrados en cambiar el comportamiento de las niÃ±as no reflejan la naturaleza multidimensional del reto. Mantener a las niÃ±as en trayectorias vitales saludables, seguras y afirmativas requiere inversiones integrales, estratÃ©gicas y selectivas en los adolescentes que aborden las mÃºltiples fuentes de sus vulnerabilidades, que varÃan segÃºn la edad, el grupo de ingresos, el lugar de residencia y muchos otros factores.;5
"Los indicadores agregados que se centran en el análisis a nivel de país permiten la comparación entre países pero no entre individuos dentro de los países. Por ejemplo, bajo el ODS 13 sobre cambio climático, los indicadores relacionados con el área forestal y su protección son esenciales, pero los indicadores para monitorear el impacto humano del agotamiento, incluido uno que captura cómo las mujeres y los hombres se ven afectados por la degradación ambiental de diferentes maneras. también son importantes y necesarios (ver Capítulo 3). Pero una evaluación de la disponibilidad de datos de género sugiere que queda un largo camino por recorrer antes de que se cumpla este estándar. Muchos de los indicadores específicos de género cubren 'áreas estadísticas emergentes' donde la metodología de medición no está bien desarrollada; esto es cierto para un tercio de los indicadores específicos de género.";5
Esto se evidencia en el informe 'Mujeres, Empresas y el Derecho 2016' (Banco Mundial, 2015), que encuentra que el 90% de las 173 economías encuestadas tenían al menos una ley que impedía las oportunidades económicas de las mujeres. En economías con diferenciaciones legales, los encuestados en empresas de propiedad o administradas por mujeres informan que pagan más sobornos. Esto sugiere que la falta de paridad legal crea costos comerciales adicionales para las mujeres. Esta desigualdad comienza con los derechos de herencia. Según los datos del informe, en 33 de 173 países, los hijos e hijas no tienen los mismos derechos para heredar bienes de sus padres, 18 de esos países se encuentran en la región MENA.;5
Para reducir tales riesgos, son necesarios marcos de políticas reguladoras y de gobernanza a nivel mundial y nacional, así como una atención adecuada a los conocimientos y prácticas locales de mujeres y hombres (UnmuBig, 2014, Fairhead, Leach y Scoones, 2012). Las políticas de producción de biocombustibles podrían ir en contra de las necesidades locales de seguridad alimentaria. Pero el mismo estudio también muestra una mayor sensibilidad de las mujeres a las preocupaciones ambientales, de salud y climáticas, en comparación con los hombres. Estos hallazgos pueden muy bien aplicarse a nivel mundial y tendrían implicaciones, por ejemplo, en términos de un mejor suministro de transporte público sostenible y accesible y acceso universal a servicios energéticos modernos. La voz y la participación de las mujeres en diversos foros es de vital importancia, tanto como un tema de justicia e igualdad como porque la presencia activa de las mujeres puede poner en la agenda las preocupaciones específicas de género y contribuir a acciones colectivas más efectivas para cumplir con las tres dimensiones. de la sostenibilidad (Agarwal, 2010).;5
Aunque tanto las mujeres como los hombres son vÃctimas y perpetradores de la violencia, los datos de la investigaciÃ³n de IFES sugieren que las mujeres tienen cuatro veces mÃ¡s probabilidades de ser vÃctimas de la violencia en comparaciÃ³n con sus homÃ³logos masculinos (Ibid). Los informes del COG recogen diversas formas de violencia contra las mujeres durante el ciclo electoral, pero el Ãºnico incidente claro de violencia polÃtica registrado es el de Nigeria en las elecciones de 2015. Durante las elecciones generales de 2015 en Nigeria, las mujeres (y los hombres por igual) en los estados del noreste de Nigeria se enfrentaron a una mayor preocupación por la seguridad debido a la amenaza terrorista planteada por Boko Haram.;5
"La violencia contra la mujer es un obstáculo para el logro de los objetivos de igualdad, desarrollo y paz (Naciones Unidas, 1996). Las estadísticas sobre la prevalencia de varios tipos de violencia, las causas y consecuencias de la violencia y el acceso de las víctimas de la violencia a apoyo formal e informal pueden conducir a esfuerzos preventivos y de intervención mejor enfocados y más eficientes. Las estadísticas de género pueden considerarse un campo de las estadísticas (ver, por ejemplo, UNECE and World Bank Institute, 2010); sin embargo, la producción de estadísticas de género no debe malinterpretarse como limitada a la compilación de estadísticas desagregadas por sexo de varios campos estadísticos. y su difusión en publicaciones, informes o bases de datos con enfoque de género.";5
El balance de progreso de 2013 encontró que, de los 35 países que informaron sobre el indicador, 12 tienen sistemas para rastrear y hacer públicas las asignaciones para la igualdad de género (OCDE/PNUD, 2014: 66). Muchos más están intensificando sus esfuerzos para mejorar la transparencia y la rendición de cuentas en el financiamiento para la igualdad de género. La fuerte adopción e interés en el indicador global, incluso de países que no cuentan con un sistema para rastrear y hacer pública la asignación de recursos, es una medida de la fortaleza del compromiso del gobierno para financiar las prioridades de igualdad de género.;5
"El Reino Unido tambiÃ©n planea desarrollar propuestas para que los principales proveedores del gobierno publiquen datos y presenten planes de acciÃ³n para abordar cuestiones sociales clave y disparidades, como la representaciÃ³n de las minorÃas Ã©tnicas en la plantilla, la brecha salarial de gÃ©nero en toda la empresa y las medidas adoptadas para hacer frente a las desigualdades. TambiÃ©n podrÃan regirse por enfoques y polÃticas reguladoras ""ligeras"", como en el caso de Australia, CanadÃ¡ y EspaÃ±a. En Australia, los Principios de contratación para la igualdad de género en el lugar de trabajo son una contratación relacionada con la política de inclusión social.";5
También expresan cómo se construyen localmente los contratos de género. En otras ocasiones, el contrato específico es menos explícito (Stenbacka y Forsberg 2013, 14). Cuando las mujeres jóvenes deciden trasladarse se basan en una combinación de voluntad propia, capacidad y sueños y también en lo que se percibe como posible y obvio sobre la base de, por ejemplo, las tradiciones (de género) locales y las percepciones de género. En otras palabras, las percepciones de cómo deben/pueden/se espera que se comporten los hombres y las mujeres jóvenes, respectivamente, es decir, sobre la base de los contratos de género locales y regionales.;5
"En primer lugar, el sector de servicios ruso ha ido creciendo, lo que genera una demanda de mano de obra ""femenina"" (UNIFEM, 2009, Laruelle, 2007). Además, las ciudadanas de Kirguistán solían disfrutar de un procedimiento de naturalización facilitado en la Federación Rusa, es más, ahora están exentas de la necesidad de obtener un permiso de trabajo o una patente debido a la pertenencia de su país a la Unión Económica Euroasiática, lo que las hace más atractivas para un empleador. En segundo lugar, las percepciones sobre la movilidad femenina son diferentes en Kirguistán que en Tayikistán y Uzbekistán.";5
Hubo una reducción en el porcentaje de afiliados a sindicatos/asociaciones entre los trabajadores varones mientras que hubo un aumento en el caso de las trabajadoras. Los porcentajes de trabajadores pobres fueron del 14,8% entre los hombres y del 17,1% entre las mujeres en 2011-2012. En otras palabras, las trabajadoras eran más vulnerables que los hombres. La medida de pobreza relativa es esencialmente un indicador de desigualdad en el ingreso per cápita/gasto de consumo de la población.;5
El resultado ha sido un pronunciado aplazamiento de los primeros nacimientos y un mayor aumento de la falta de hijos que en la mayoría de los países europeos (Burh y Huinink, 2015). Sin embargo, los patrones difieren entre los Lander de Alemania oriental y occidental. En el este, el aumento de la educación de las mujeres no afectó considerablemente a la fecundidad completa, que se mantuvo estable entre generaciones hasta las nacidas en la década de 1960, mientras que en los Lander occidentales, la falta de apoyo a la conciliación entre trabajo y familia contribuyó a la caída. tasas de natalidad en todas las generaciones. En particular, las mujeres que se dedican a una carrera a tiempo completo en Alemania tienen muchas más probabilidades de no tener hijos que en Francia, mientras que las madres tienen muchas más probabilidades de trabajar a tiempo parcial y durante un horario particularmente corto (20 o menos por semana).;5
Sin embargo, la brecha entre mujeres y hombres en participación económica y empoderamiento político sigue siendo amplia: solo se ha cerrado el 60 % de la brecha de resultados económicos1 y solo el 21 % de la brecha de resultados políticos (Foro Económico Mundial, 2013). Sigue habiendo disparidades en el acceso a la educación, el empleo y el espíritu empresarial, así como en el acceso a las oportunidades sociales y políticas. Esta brecha también está presente en el sector público. Las mujeres todavía están insuficientemente representadas entre los encargados de tomar decisiones en el sector público en la legislatura, el ejecutivo político, los tribunales y los niveles superiores de la administración.;5
Klein y Wayman (2008) y Bauer (2011) constataron que los programas de formación mejoran tanto la vida económica como la no económica de las mujeres propietarias de pequeñas empresas y microempresas. Las redes internacionales, como la Asociación Mundial de Mujeres Empresarias (FCEM), tienen el potencial de transferir conocimientos y experiencia entre el Norte y el Sur, y el Este y el Oeste. Por último, muchas empresarias de alto rendimiento en empresas orientadas al crecimiento tienen experiencia de alta dirección en corporaciones, donde adquirieron experiencia en liderazgo y acceso a valiosas redes.;5
"La meta 5.4 no sÃ³lo reconoce y valora el trabajo domÃ©stico y de cuidados no remunerado*, sino que tambiÃ©n indica las formas en que debe producirse este reconocimiento, a saber â€œmediante la provisiÃ³n de servicios pÃºblicos, infraestructuras y polÃticas de protecciÃ³n socialâ€.4 El trabajo domÃ©stico y de cuidados no remunerado, por tanto, debe reconocerse, reducirse y redistribuirse mediante polÃticas de cuidados (vÃ©ase tambiÃ©n el recuadro 3.3). Atender las necesidades de cuidados de los niÃ±os suele hacer que las mujeres, que son las principales proveedoras de cuidados no remunerados, carezcan de ingresos y de tiempo9 , y puede acarrear penalizaciones a largo plazo en el mercado laboral si interrumpen su carrera profesional para dedicarse a los cuidados (recuadro 3.1). Â¿CuÃ¡les son las innovaciones que pueden surgir cuando las polÃticas sociales se basan en la ""lente del cuidado""?";5
Sugieren que el desarrollo socioeconómico tiene un efecto decisivo en la reducción de la fecundidad a largo plazo, pero a corto plazo, y para hogares específicos, el efecto no es concluyente. El estudio concluye que la educación, especialmente de las mujeres, reduce la fertilidad, aunque su efecto puede tardar años en manifestarse. Una mejor salud y una menor mortalidad también contribuyen a una menor fertilidad a través de canales tanto biológicos como conductuales. El efecto del empleo femenino, por el contrario, es incierto y poco fiable.;5
A partir de 1975, que también era el Año Internacional de la Mujer, Ciudad de México acogió la Conferencia Mundial sobre el Año Internacional de la Mujer, que dio lugar al Plan de Acción Mundial y a la designación de 1975-1985 como Decenio de las Naciones Unidas para la Mujer. En 1980 se celebró en Copenhague otra conferencia internacional sobre la mujer y se abrió a la firma la Convención sobre la eliminación de todas las formas de discriminación contra la mujer. La tercera Conferencia Mundial sobre la Mujer se celebró en Nairobi, y el Comité para la Eliminación de la Discriminación contra la Mujer inició sus trabajos en 1982.;5
En muchos países, la actividad del mercado laboral entre hombres y mujeres sin hijos es bastante similar, pero tienden a surgir grandes diferencias una vez que las mujeres se convierten en madres y los hombres en padres (OCDE, 2016). Mientras que en algunos países, como Portugal y los Países Bajos, las madres regresan con frecuencia al trabajo remunerado después de unos meses de licencia remunerada (OCDE, 2007, Wall y Escobedo, 2013), en muchos otros la proporción de madres que realmente trabajan se recupera solo una vez que los hijos comienzan a ingresar a la educación preescolar alrededor de los tres años o a la escuela primaria alrededor de los seis años (OCDE, 2016). En muchos países, las mujeres que dan a luz tienen muchas más probabilidades de sufrir una gran caída de ingresos de un año al siguiente que aquellas que no lo hacen (Figura 13.2). De hecho, en la República Checa, Islandia, los Países Bajos y Suecia, las mujeres tienen aproximadamente el doble de probabilidades de experimentar una disminución interanual del 20 % o más en la renta disponible del hogar cuando tienen un hijo.;5
Una premisa de este informe, por tanto, es que la igualdad de género no debe abordarse en la periferia, sino como una preocupación política central. A menos que las políticas, los servicios, la legislación y los recursos públicos beneficien a todos los ciudadanos -tanto a las mujeres como a los hombres- no se podrá lograr plenamente la buena gobernanza (OCDE, 2010). Este informe, por tanto, anima a los gobiernos de toda la región a analizar sus políticas y servicios a través de una perspectiva de género para garantizar que llegan y responden a las necesidades específicas de mujeres y hombres. ;5
Una perspectiva a largo plazo es esencial para comprender la desigualdad de género dentro y entre los países. Además de permitirnos comprender dónde y cómo surgen y persisten las desigualdades de género, una perspectiva a largo plazo también debería permitir una mejor exploración de la relación entre la desigualdad de género y el desarrollo económico (Lagerlof, 2003). Por lo tanto, este capítulo busca abordar tres preguntas interrelacionadas.;5
Tomar el logaritmo del PIB per cápita a menudo puede capturar bien esta relación. La proporción entre mujeres y hombres miembros del parlamento es la única excepción y se caracteriza por una relación lineal con el PIB per cápita. Aunque todavía vivimos en un mundo donde las mujeres están, en promedio, en desventaja con respecto a los hombres, la situación parece haber mejorado en la segunda mitad del siglo XX, especialmente a partir de la década de 1980.;5
En Nepal, durante la última década, la proporción de trabajadoras migrantes ha aumentado significativamente. El Censo Nacional de Población de 2011 muestra que alrededor del 13% de la población ausente está compuesta por mujeres. Debido a las normas y valores patriarcales prevalecientes y las políticas sesgadas, la migración laboral femenina es tradicionalmente estigmatizada y asociada con el trabajo sexual o equiparada a la trata.;5
Además, cuanto más arriba en la escala salarial, mayores son las diferencias en las oportunidades de carrera y la compensación. Mientras que, en promedio, la brecha salarial bruta en los países de la OCDE es del 15,7 % (18,4 % en Suiza, como se señaló), para los que más ganan aumenta al 20,9 % en los países de la OCDE y al 25,4 % en Suiza (OCDE, 2012a). Las mujeres también constituyen un pequeño porcentaje de los miembros de la junta de la empresa, 11,6% en Suiza para las empresas más grandes frente a un promedio europeo de 15,6% (Egon Zehnder 2012) y emprendedores, definidos como personas que asumen el riesgo de establecer un negocio. La brecha salarial de género se calcula como la diferencia entre los ingresos medios de los ingresos medios de los hombres, 2010 para los Países Bajos.;5
Por ejemplo, algunas actividades de las mujeres y su contribución a la economía y la sociedad no se capturan adecuadamente en las estadísticas si se utilizan conceptos antiguos de trabajo y fuerza de trabajo, que no tienen en cuenta todas las formas de trabajo (ver, por ejemplo, la sección titulada “Trabajo” en el capítulo II). Por ejemplo, las estadísticas de género en la agricultura deben basarse en una cobertura adecuada de todas las explotaciones agrícolas, incluidas las pequeñas explotaciones, donde predominan las mujeres, deben incluir información sobre el trabajo agrícola desglosada por sexo, edad y otras características sociales y económicas, y deben cubrir aspectos de gestión y propiedad de los recursos agrícolas al nivel más desagregado posible, como los niveles de subexplotación e individual. Además, se deben utilizar nuevos conceptos y nuevos métodos de recopilación de datos para la producción de estadísticas de género. Por ejemplo, los avances metodológicos recientes en las encuestas sobre el uso del tiempo y las encuestas sobre la violencia contra la mujer y los cambios hacia estadísticas más completas en las cuentas nacionales para que se cubra el trabajo no remunerado deben integrarse en la producción de estadísticas nacionales.;5
En todo el mundo, la forma más común de violencia que sufren las mujeres es la ejercida por su pareja (OMS 2017), y dado que casi un tercio de las mujeres que han mantenido una relación íntima han sufrido violencia física o sexual, esto influye drásticamente en la capacidad de las mujeres y las niñas para mantener su posición en el mercado laboral o, de hecho, en su capacidad para empezar a trabajar. La exposición de las mujeres y las niñas a la violencia doméstica y su acceso a la justicia también constituyen componentes importantes de este análisis y es un tema que se retoma en la Sección 3 de este informe. De hecho, el informe del Banco Mundial citado anteriormente descubrió que en el 65% de las economías estudiadas no existían leyes que protegieran a las mujeres y a las niñas del acoso sexual, mientras que 45 países carecían de leyes que protegieran a las mujeres y a los niños de la violencia doméstica. Además, 59 países no tenían leyes que prohibieran el acoso sexual en el lugar de trabajo (Banco Mundial 2018a). En concreto, estas dimensiones examinan las proporciones de mujeres que pueden ascender a los niveles más altos en las empresas.;5
Estas consideraciones se aplican también a nuestro análisis de género. El apoyo internacional es fundamental para el cambio progresivo de género en situaciones de conflicto y posconflicto, pero las agendas de género no necesariamente se configuran teniendo en cuenta el contexto del conflicto y las necesidades de las mujeres y las personas LGBT en el terreno. El caso de Bosnia demuestra que las organizaciones más efectivas para lograr un cambio de género progresivo son aquellas que están profundamente arraigadas en las comunidades locales.;5
"Las consecuencias no deseadas de las largas horas de trabajo (cont.) Los años en los que se espera que los empleados asciendan en la escala corporativa coinciden con los años de crianza, especialmente entre las mujeres, ya que su ventana de fertilidad es más restringida. Los trabajadores a menudo se ven obligados a elegir entre criar a los niños pequeños o pasar ""tiempo cara a cara"" en la oficina.";5
"Como se mencionó anteriormente, el Programa de Acción de Viena también destacó explícitamente la importancia de erradicar ""cualquier conflicto que pueda surgir entre los derechos de la mujer y los efectos nocivos de ciertas prácticas tradicionales o consuetudinarias, los prejuicios culturales y el extremismo religioso"". Los estereotipos y las normas culturales que dictan roles prescriptivos para las mujeres en la sociedad también tienen un impacto negativo en el disfrute de los derechos humanos de las mujeres. Por ejemplo, la falta de acceso de las niñas a la educación a veces se ha justificado con la presunción de que, como madres y esposas, no ingresarán a la fuerza laboral y, por lo tanto, no requieren educación. También señala la falta de influencia de las mujeres en los procesos de toma de decisiones que definen la cultura de una comunidad determinada (A/67/287).";5
Se clasifican como de propiedad mixta si las participaciones de mujeres y hombres son iguales (por ejemplo, empresas propiedad de parejas), y si ni los hombres ni las mujeres representan por sí solos más del 50% de las participaciones (por ejemplo, una empresa propiedad en un 30% de mujeres, en un 40% de hombres y en un 30% de una persona no física). Para asignar un sexo a los distintos propietarios, se ha desarrollado un algoritmo que permite identificar a los propietarios masculinos y femeninos a partir de su nombre de pila. El algoritmo coteja los nombres de pila de los propietarios en la base de datos ORBIS con una base de datos de 173 000 nombres de pila masculinos y femeninos Ãºnicos por paÃs compilada por la OCDE y que amplÃa la utilizada en Frietsch et al. ( En cada paÃs, al menos el 96% de los nombres de los propietarios se identifican como masculinos o femeninos. El principal problema de comparabilidad reside en el hecho de que la cobertura de empresas de ORBIS sigue siendo desigual en los distintos países.;5
Algunos países también se han comprometido aún más con el equilibrio de género al pasar de las cuotas de género (que garantizan un porcentaje mínimo del sexo subrepresentado) a la adopción de requisitos para la paridad de género. Ecuador fue el primero en 2008, seguido de Costa Rica en 2009, Bolivia en 2010, Nicaragua y Panamá en 2012 y México en 2014. La reforma electoral de 2015 en Chile establece la llamada “paridad flexible”, que no permite que ningún género superar el 60% (o caer por debajo del 40%) de todos los candidatos.;5
Las exigencias adicionales sobre el tiempo de las mujeres creadas por estos requisitos de los programas tienen un impacto discriminatorio sobre ellas y sobre su disfrute de varios derechos en igualdad de condiciones con los hombres (por ejemplo, el derecho a la educaciÃ³n y a la salud) y las privan ademÃ¡s de su escaso tiempo de ocio. Por ejemplo, se han previsto transferencias más elevadas para las niñas en edad escolar, que tienen más probabilidades de abandonar los estudios, sobre todo en la enseñanza secundaria, y la prestación de asistencia sanitaria gratuita a las adolescentes y mujeres embarazadas. Estas características tienen un gran potencial para mejorar la igualdad de género dentro de la familia.;5
En las encuestas sobre temas como la violencia sexual, es de esperar cierto nivel de subregistro. Las diferencias en los resultados entre países pueden, por lo tanto, reflejar en parte climas sociales que son más o menos propicios para que las mujeres hablen abiertamente sobre tales experiencias. Lo que está claro es que la violencia sexual es experimentada por niñas en todos los países y parece generalizada.;5
Por ejemplo, los salarios de los hombres pueden contribuir a aumentar la desigualdad general porque se vuelven más dispersos, mientras que el efecto de composición, p. una mayor participación en trabajos de medio tiempo o de medio año, puede ser el canal principal a través del cual las mujeres afectan la desigualdad general. Para probar esta hipótesis, esta sección aplica un análisis que descompone la desigualdad de ingresos (medida por el coeficiente de Theil) por subgrupo (entre hombres y mujeres de cuatro grupos de empleo diferentes, es decir, tiempo completo todo el año, tiempo completo medio año, medio tiempo). tiempo completo año y medio tiempo medio año). En Australia, Canadá y Estados Unidos, el aumento de la dispersión salarial dentro de los grupos fue incluso lo suficientemente grande como para compensar un efecto negativo significativo (es decir, igualador) del componente entre grupos. En la mayoría de los países, los aumentos se debieron principalmente a la creciente dispersión salarial entre los trabajadores a tiempo completo y año completo (FTFY), tanto hombres como mujeres (excepto en los Países Bajos, donde esto afectaba solo a los hombres).;5
En las economías emergentes analizadas en este capítulo, el trabajo por cuenta propia representa el 20% del empleo femenino total (frente a una media del 10% en la OCDE) y alcanza niveles muy elevados en países como Colombia (42%) y Perú (37%). Sin embargo, los datos de América Latina muestran que esta diferencia desaparece cuando se comparan empresas más grandes con insumos de mano de obra y capital similares (Bruhn, 2009). Estos patrones se dan tanto en las zonas urbanas como en las rurales. En el sector agrícola, las mujeres tienden a cultivar parcelas más pequeñas con rendimientos más bajos y cultivos menos rentables que los hombres (Banco Mundial, 2012). La cifra correspondiente a la India se basa en el supuesto de que todos los trabajadores asalariados sobre los que falta información relativa al pago de cotizaciones sociales trabajan en el sector informal. Las tasas de informalidad de China, Marruecos, la Federación de Rusia y Túnez son inexistentes debido a la falta de datos comparables sobre las cotizaciones a la seguridad social y el registro de empresas.;5
El Objetivo de Desarrollo Sostenible 5 (ODS5) reconoce la igualdad de gÃ©nero como motor universal del desarrollo sostenible y afirma la necesidad de acelerar los esfuerzos para acabar con la desigualdad de gÃ©nero. El Ã¡mbito universal de la Agenda 2030 se aplica a todos los paÃses -incluidos los de la OCDE- y supone un sobrio recordatorio de que a todos los paÃses les queda camino por recorrer para alcanzar la igualdad de gÃ©nero. A pesar de esta tendencia positiva, persiste una importante falta de inversiÃ³n en Ã¡reas clave para cumplir los compromisos de igualdad de gÃ©nero de los Objetivos de Desarrollo Sostenible, que incluyen los sectores econÃ³mico y productivo.;5
"El GES establece los ""resultados institucionales"" deseados con productos y objetivos para desarrollar la capacidad del PNUD para incorporar la perspectiva de género dentro de la organización. El logro de estos facilita el logro de 'resultados de desarrollo' de género a nivel nacional, regional y mundial. Los â€œresultados de gÃ©neroâ€ se definieron para los fines de esta evaluaciÃ³n como productos o resultados que se ha encontrado que contribuyen (positiva o negativamente) a GEWE en las intervenciones del PNUD. Por lo tanto, la evaluación se basó en gran medida en evaluaciones anteriores, publicaciones y los propios informes del PNUD como fuente principal de datos para el análisis.";5
También se debe tener cuidado de ampliar las alianzas con organizaciones con conciencia de género y de derechos de las mujeres a nivel mundial, regional y nacional. Los caminos para lograr resultados de género son complejos y dependen de una variedad de factores institucionales y contextuales. La evaluación descubrió que demostrar una correlación directa entre las reformas institucionales del PNUD y los resultados de desarrollo era un desafío por varias razones. Las limitaciones de datos plantearon un problema clave, pero el factor mucho más importante fue la complejidad de la programación de género.;5
El estudio también encontró que las mujeres que sufrían violencia ganaban un 35 por ciento menos que las que no sufrían abusos, y la productividad total perdida se estimó en un 1,8 por ciento del PIB en 2010. Atributos y prácticas de los hombres en relación con el género y la violencia contra las mujeres en Bangladesh: conclusiones preliminares ( icddr.b, 2011), págs.;5
No obstante, el trabajo de cuidados también está impulsado por otras desigualdades, además de la de género per se. Así, las mujeres pobres, indígenas y afrodescendientes están sobrerrepresentadas en el trabajo doméstico remunerado en casi todos los países de la región (Rico y Vaca-Trigo, 2016). La contribución de las mujeres al valor económico total del trabajo no remunerado es considerablemente mayor que la de los hombres, representando entre el 70% (Perú) y el 87% (Guatemala) del valor equivalente al PIB total del trabajo no remunerado (CEPAL, 2017a).;5
La evidencia apunta hacia una mayor ocurrencia de violencia contra las mujeres durante tiempos de conflicto (ONU Mujeres, 2011: 49, 88). De manera similar, en la región MENA, si bien no existen estadísticas confiables sobre la violencia, las entrevistas, reuniones y grupos focales realizados a lo largo de este proyecto por la OCDE y el Centro para la Capacitación e Investigación de Mujeres Árabes con gobiernos, la sociedad civil y otras partes interesadas sugieren que , a pesar de los esfuerzos de las organizaciones gubernamentales y no gubernamentales, la violencia contra las mujeres (física, sexual y psicológica) aún se presenta tanto en el ámbito público como en el privado. Si bien la CEDAW no se refiere explícitamente a la violencia contra la mujer, el Comité para la Eliminación de Todas las Formas de Discriminación contra la Mujer recomendó en 1989 en su Recomendación general No.;5
"Aunque se ha producido un enorme crecimiento de la microfinanciaciÃ³n, con especial alcance a las mujeres pobres, esto no ha compensado el fracaso a la hora de aumentar el acceso a una amplia gama de instituciones financieras para la mayorÃa de los pequeÃ±os y medianos empresarios (vÃ©ase el capÃtulo V). El ""espacio fiscal"" se ha visto restringido por la necesidad de atraer y retener capital nacional e internacional móvil, lo que ha dado lugar a una disminución constante de la incidencia de los impuestos sobre el capital (OIT, 2008a). El resultado ha sido una limitaciÃ³n de los recursos nacionales para invertir en polÃticas estructurales que promuevan las prioridades de desarrollo. Los bajos niveles impositivos perjudican especialmente a las mujeres pobres. Los presupuestos a nivel nacional, local y provincial son un mecanismo importante para que los gobiernos garanticen que las mujeres se beneficien de los gastos del sector público.";5
Por ejemplo, los profesionales pueden tener una mayor flexibilidad que los operadores de máquinas, ya que buscan hacer coincidir el trabajo con los compromisos familiares. Los mismos patrones se pueden ver en Francia, pero no parece afectar los resultados de fertilidad en la misma medida. La provisión de servicios de cuidado de niños y fuera de la escuela, durante más horas y sin interrupción, parece hacer que el comportamiento de la fecundidad responda más a las horas de trabajo dentro de las ocupaciones.;5
Las normas sociales y la relativa debilidad de las redes de mujeres también pueden desempeñar un papel. En particular, estas teorías no pueden explicar por qué los trabajadores masculinos y femeninos con características similares tienen salarios similares al ingresar al mercado laboral, pero experimentan una divergencia más adelante en su vida laboral (los ingresos de los hombres crecen más rápido). El embarazo, el parto, la recuperación y el cuidado de los niños aumentan la necesidad de flexibilidad de las mujeres y les dificultan trabajar muchas horas.;5
También han llevado a cabo una variedad de proyectos de investigación relacionados con la condición de las mujeres y las niñas. Por ejemplo, la Comisión Nacional de Mujeres Libanesas inició una campaña para presionar por una reforma legal en el campo de los derechos económicos y publicó un estudio sobre los derechos de las mujeres en la ley libanesa. A menudo se cita a Marruecos por su compromiso con la presupuestación sensible al género. Publica un informe presupuestario anual que brinda todos los detalles sobre sus gastos desglosados ​​por sexo, y recientemente dio un paso más con una Ley Orgánica de Finanzas (2014) que consagra la igualdad de género como un principio clave en los objetivos e indicadores de desempeño del gobierno nacional marroquí. presupuesto.51 Además, Egipto ha creado una Unidad de Igualdad de Oportunidades dentro de su Ministerio de Finanzas, y Palestina ha formado un Comité Nacional para supervisar el desarrollo de presupuestos más sensibles al género en el futuro.;5
Si bien las tasas de cobertura son bajas para ambos sexos en el sur de Asia y el África subsahariana, las mujeres aún enfrentan desventajas significativas en comparación con los hombres. En Francia, por ejemplo, la brecha de género en las pensiones (en relación con las pensiones medias de todos los hombres) es del 19 % para las mujeres que no tienen hijos, del 31 % para las mujeres que tienen uno o dos hijos y del 50 % para las mujeres que tienen tres o más hijos.104 Estas brechas no solo socavan la igualdad de género en la vejez, sino también el derecho de las mujeres a un nivel de vida adecuado. En Chile, por ejemplo, la combinación de estos factores crea una brecha de género del 66 por ciento en las pensiones derivadas del sistema de cuenta de capital individual (ver Gráfico 3.6).;5
Instituciones y mecanismos públicos sólidos para garantizar la rendición de cuentas en el cumplimiento de los compromisos de igualdad de género y transversalización. Herramientas para la formulación de políticas inclusivas y basadas en evidencia que tengan en cuenta efectos potencialmente diferentes en mujeres y hombres. Mecanismos de monitoreo efectivos y evidencia confiable desagregada por género para tomar decisiones políticas informadas. Por ejemplo, el Instituto Nacional de la Mujer de México desarrolló un mecanismo institucional llamado “Sistema Nacional para la Igualdad entre Mujeres y Hombres”, que coordina el trabajo relacionado con el género de 42 agencias federales.;5
